osm_id,katotth,koatuu,name,name:uk,place,population,postal_code,old_name,old_name:uk,region,rayon,hromada
337544201,UA53040070020020974,5323685901,Великоселецьке,Великоселецьке,village,703,,,,Полтавська область,Лубенський район,Оржицька селищна громада
337544210,UA61020090240056291,6123884401,Мала Білка,Мала Білка,village,169,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337544216,UA68040010070060932,6822782501,Гриценки,Гриценки,village,351,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544220,UA63120170150027107,6324280503,Круглянка,Круглянка,village,199,,,,Харківська область,Харківський район,Нововодолазька селищна громада
337544223,UA32120050110019583,3222283601,Зелений Яр,Зелений Яр,village,509,,Жовтневе,,Київська область,Обухівський район,Кагарлицька міська громада
337544229,UA68040010140039836,6822784801,Кременчуки,Кременчуки,village,1233,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544233,UA53080030090070385,5322283004,Зайці Другі,Зайці Другі,village,75,,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337544236,UA32020130060054302,3223782001,Запруддя,Запруддя,village,1311,,,,Київська область,Білоцерківський район,Рокитнянська селищна громада
337544245,UA53040110110049665,5324885403,Бутівці,Бутівці,village,535,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544250,UA53040110130074911,5324887707,Варварівка,Варварівка,village,18,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544255,UA71040050060039972,7121585501,Коврай,Коврай,village,851,,,,Черкаська область,Золотоніський район,Гельмязівська сільська громада
337544260,UA68040450150058652,6824783203,Дмитрівка,Дмитрівка,village,236,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544264,UA18020050130085486,1825284402,Першотравневе,Першотравневе,village,176,,,,Житомирська область,Бердичівський район,Вчорайшенська сільська громада
337544267,UA68040410010054966,6824288601,Старий Остропіль,Старий Остропіль,village,1374,,,,Хмельницька область,Хмельницький район,Староостропільська сільська громада
337544271,UA53060330710075412,5325781604,Шарлаївка,Шарлаївка,village,45,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544275,UA53040110770094923,5324887719,Ставки,Ставки,village,128,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544278,UA53040110880019603,5324887721,Шарківщина,Шарківщина,village,52,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544281,UA68040010180014705,6822784805,Лісова Волиця,Лісова Волиця,village,464,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544287,UA63080070060020790,6323780801,Вишнівка,Вишнівка,village,265,,,,Харківська область,Куп’янський район,Кіндрашівська сільська громада
337544290,UA71040030030078642,7121588801,Привітне,Привітне,village,594,,,,Черкаська область,Золотоніський район,Вознесенська сільська громада
337544294,UA18020050050097775,1825284401,Мала Чернявка,Мала Чернявка,village,554,,,,Житомирська область,Бердичівський район,Вчорайшенська сільська громада
337544297,UA68040450410014632,6824785301,Олійники,Олійники,village,337,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544299,UA61020090160072288,6123884001,Іванківці,Іванківці,village,633,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337544302,UA61040150080027296,6122481801,Гніздичне,Гніздичне,village,1277,,,,Тернопільська область,Тернопільський район,Збаразька міська громада
337544304,UA63120010090042178,6325181504,Хмарівка,Хмарівка,village,315,,,,Харківська область,Харківський район,Безлюдівська селищна громада
337544308,UA53060330640041841,5325786006,Хвальки,Хвальки,village,32,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544312,UA46060050030057267,4621882203,Вижняни,Вижняни,village,333,,,,Львівська область,Львівський район,Глинянська міська громада
337544316,UA46140070030039823,4622482402,Бортятин,Бортятин,village,1791,,,,Львівська область,Яворівський район,Судововишнянська міська громада
337544319,UA32020250010098600,3220488301,Фурси,Фурси,village,4230,,,,Київська область,Білоцерківський район,Фурсівська сільська громада
337544321,UA68040390460075932,6824281303,Оріхівка,Оріхівка,village,252,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544323,UA63120170310060454,6324284501,Рокитне,Рокитне,village,1167,,,,Харківська область,Харківський район,Нововодолазька селищна громада
337544324,UA32020230140051819,3220484601,Острійки,Острійки,village,845,,,,Київська область,Білоцерківський район,Узинська міська громада
337544328,UA46040070650079175,4621888001,Червоне,Червоне,village,1738,,,,Львівська область,Золочівський район,Золочівська міська громада
337544330,UA53080050170088484,5321085801,Діброва,Діброва,village,650,,Чапаєвка,Чапаєвка,Полтавська область,Полтавський район,Диканська селищна громада
337544333,UA46040070230092809,4621887603,Золочівка,Золочівка,village,559,,,,Львівська область,Золочівський район,Золочівська міська громада
337544334,UA46060170030091535,4623686201,Скнилів,Скнилів,village,1118,,,,Львівська область,Львівський район,Зимноводівська сільська громада
337544339,UA63020070160093926,6323281207,Латишівка,Латишівка,village,31,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544343,UA71040190260012478,7125183401,Привітне,Привітне,village,663,,Комінтерн,Комінтерн,Черкаська область,Золотоніський район,Чорнобаївська селищна громада
337544347,UA32020230190046053,3220486901,Тарасівка,Тарасівка,village,810,,,,Київська область,Білоцерківський район,Узинська міська громада
337544349,UA68040390170061862,6824282603,Громівка,Громівка,village,123,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544354,UA68040010050055869,6822781201,Великі Орлинці,Великі Орлинці,village,625,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544357,UA46040070670046650,4621888501,Ясенівці,Ясенівці,village,1611,,,,Львівська область,Золочівський район,Золочівська міська громада
337544361,UA46060050100020535,4621884801,Перегноїв,Перегноїв,village,968,,,,Львівська область,Львівський район,Глинянська міська громада
337544369,UA46140030430015826,4622480804,Пісок,Пісок,village,235,,Солом'янка,,Львівська область,Яворівський район,Мостиська міська громада
337544375,UA46060070040044306,4620980801,Бартатів,Бартатів,village,723,,,,Львівська область,Львівський район,Городоцька міська громада
337544379,UA63120010040065175,6325181502,Кирсанове,Кирсанове,village,202,,,,Харківська область,Харківський район,Безлюдівська селищна громада
337544385,UA68040390650033566,6824283205,Хутори,Хутори,village,231,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544388,UA46140090090088787,4622487202,Волиця,Волиця,village,1040,,,,Львівська область,Яворівський район,Шегинівська сільська громада
337544394,UA63140150070050370,6325484501,Леб’яже,Леб’яже,village,1770,,,,Харківська область,Чугуївський район,Чкаловська селищна громада
337544397,UA53040070070033790,5323683603,Загребля,Загребля,village,32,,,,Полтавська область,Лубенський район,Оржицька селищна громада
337544400,UA05120010050057546,521480809,Верболози,Верболози,village,459,,,,Вінницька область,Хмільницький район,Глуховецька селищна громада
337544404,UA68040390300062873,6824287703,Киселі,Киселі,village,391,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544406,UA44100130180081693,4425488003,Караїчне,Караїчне,village,154,,,,Луганська область,Сватівський район,Троїцька селищна громада
337544410,UA63120010100063310,6325181505,Шубіне,Шубіне,village,77,,,,Харківська область,Харківський район,Безлюдівська селищна громада
337544413,UA63020030400064084,6321282004,Корсунівка,Корсунівка,village,120,,,,Харківська область,Богодухівський район,Валківська міська громада
337544415,UA53040110540081332,5324883201,Мусіївка,Мусіївка,village,473,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544418,UA32020130110019031,3223783001,Маківка,Маківка,village,395,,,,Київська область,Білоцерківський район,Рокитнянська селищна громада
337544422,UA68040390540018842,6824286403,Попівці,Попівці,village,595,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544426,UA61020090140020340,6123881203,Жуківці,Жуківці,village,272,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337544429,UA46140030090033991,4622481201,Гостинцеве,Гостинцеве,village,955,,,,Львівська область,Яворівський район,Мостиська міська громада
337544432,UA61020090250077946,6123882004,Мала Карначівка,Мала Карначівка,village,222,,Карначівка Друга,,Тернопільська область,Кременецький район,Лановецька міська громада
337544443,UA61040130040060139,6122685702,Бліх,Бліх,village,494,,,,Тернопільська область,Тернопільський район,Залозецька селищна громада
337544451,UA61040170340025506,6122681304,Нище,Нище,village,202,,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337544455,UA63140030420018042,6321786205,Островерхівка,Островерхівка,village,391,,,,Харківська область,Чугуївський район,Зміївська міська громада
337544461,UA63020070170088265,6323281208,Логвинівка,Логвинівка,village,32,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544467,UA53060030070036867,5320255103,Бутова Долина,Бутова Долина,village,444,,,,Полтавська область,Миргородський район,Великобагачанська селищна громада
337544471,UA46060070140052623,4620981803,Дроздовичі,Дроздовичі,village,824,,,,Львівська область,Львівський район,Городоцька міська громада
337544475,UA46060070330048067,4620987601,Родатичі,Родатичі,village,1912,,,,Львівська область,Львівський район,Городоцька міська громада
337544478,UA46140030550063733,4622486901,Твіржа,Твіржа,village,645,,,,Львівська область,Яворівський район,Мостиська міська громада
337544482,UA63080070120036170,6323781506,Єгорівка,Єгорівка,village,13,,,,Харківська область,Куп’янський район,Кіндрашівська сільська громада
337544486,UA63020030950098640,6321283009,Шийки,Шийки,village,45,,,,Харківська область,Богодухівський район,Валківська міська громада
337544492,UA63020070060061748,6323280602,Вдовичине,Вдовичине,village,11,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544496,UA18020090100035352,1825886001,Носівки,Носівки,village,751,,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337544500,UA68040010260034474,6822788404,Решнівка,Решнівка,village,179,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544505,UA44100070240019113,4425485008,Шахове,Шахове,village,74,,,,Луганська область,Сватівський район,Лозно-Олександрівська селищна громада
337544511,UA32020150090061528,3224082101,Дулицьке,Дулицьке,village,760,,,,Київська область,Білоцерківський район,Сквирська міська громада
337544515,UA46040070330059625,4621882805,Луг,Луг,village,99,,,,Львівська область,Золочівський район,Золочівська міська громада
337544523,UA46060350090085389,4623687603,Тарасівка,Тарасівка,village,455,,,,Львівська область,Львівський район,Підберізцівська сільська громада
337544529,UA71080070060028464,7122082001,Грищинці,Грищинці,village,652,,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337544543,UA46140090010034963,4622487901,Шегині,Шегині,village,1100,,,,Львівська область,Яворівський район,Шегинівська сільська громада
337544552,UA53040110920015274,5324887701,Штомпелівка,Штомпелівка,village,913,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544559,UA53040110530072788,5324883211,Мищенки,Мищенки,village,34,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544568,UA61020090060065246,6123884403,Велика Білка,Велика Білка,village,180,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337544575,UA63020030810022135,6321287501,Сніжків,Сніжків,village,1594,,Сніжків Кут;Іванівка,,Харківська область,Богодухівський район,Валківська міська громада
337544579,UA53060330400013068,5325780505,Науменки,Науменки,village,83,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544585,UA68040450380083806,6824781303,Немиринці,Немиринці,village,247,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544591,UA46140030030017268,4622480801,Берегове,Берегове,village,703,,Тулиголови,,Львівська область,Яворівський район,Мостиська міська громада
337544595,UA63020030230016818,6321283002,Данильчин Кут,Данильчин Кут,village,50,,,,Харківська область,Богодухівський район,Валківська міська громада
337544598,UA53060330330093922,5325780504,Мала Бузова,Мала Бузова,village,127,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544602,UA18020130060076737,1825281801,Верхівня,Верхівня,village,750,,,,Житомирська область,Бердичівський район,Ружинська селищна громада
337544607,UA63140030030025837,6321786202,Аксютівка,Аксютівка,village,136,,,,Харківська область,Чугуївський район,Зміївська міська громада
337544621,UA53040070140084349,5323685902,Малоселецьке,Малоселецьке,village,257,,,,Полтавська область,Лубенський район,Оржицька селищна громада
337544626,UA18020110020058114,1820880201,Андріяшівка,Андріяшівка,village,627,,,,Житомирська область,Бердичівський район,Райгородоцька сільська громада
337544628,UA05120110140044400,521486403,Поличинці,Поличинці,village,442,,,,Вінницька область,Хмільницький район,Махнівська сільська громада
337544630,UA18020050110087681,1825284202,Ярославка,Ярославка,village,269,,,,Житомирська область,Бердичівський район,Вчорайшенська сільська громада
337544632,UA46040070590078679,4621885208,Тростянець,Тростянець,village,404,,,,Львівська область,Золочівський район,Золочівська міська громада
337544633,UA63120170030069829,6324286002,Бахметівка,Бахметівка,village,161,,,,Харківська область,Харківський район,Нововодолазька селищна громада
337544635,UA71040150100096424,7121584302,Маркізівка,Маркізівка,village,176,,,,Черкаська область,Золотоніський район,Новодмитрівська сільська громада
337544637,UA61040170100070959,6122682201,Гарбузів,Гарбузів,village,303,,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337544642,UA46060070080017841,4620980803,Воля-Бартатівська,Воля-Бартатівська,village,96,,,,Львівська область,Львівський район,Городоцька міська громада
337544644,UA63140070040037989,6325455301,Зауддя,Зауддя,village,115,,,,Харківська область,Чугуївський район,Новопокровська селищна громада
337544648,UA53080410170029042,5325455305,Степанівка,Степанівка,village,248,,,,Полтавська область,Полтавський район,Скороходівська селищна громада
337544650,UA53080030260027430,5322281907,Терещенки,Терещенки,village,62,,,,Полтавська область,Полтавський район,Великорублівська сільська громада
337544653,UA05120010070052884,521485206,Гурівці,Гурівці,village,627,,,,Вінницька область,Хмільницький район,Глуховецька селищна громада
337544657,UA68040390150091945,6824286402,Грибенинка,Грибенинка,village,338,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544661,UA61040150380069365,6122489602,Решнівка,Решнівка,village,464,,,,Тернопільська область,Тернопільський район,Збаразька міська громада
337544664,UA61040130080029915,6122685701,Мильне,Мильне,village,898,,,,Тернопільська область,Тернопільський район,Залозецька селищна громада
337544675,UA63120170350021638,6324280505,Федорівка,Федорівка,village,397,,,,Харківська область,Харківський район,Нововодолазька селищна громада
337544678,UA63020070120087843,6323281205,Дмитрівка,Дмитрівка,village,135,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544681,UA63020070140050929,6323281206,Кисівка,Кисівка,village,100,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544688,UA18020090120020717,1825882803,Польова Слобідка,Польова Слобідка,village,72,,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337544691,UA18020090140078307,1825882805,Степок,Степок,village,166,,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337544693,UA46140070180048003,4622482404,Новосільці,Новосільці,village,364,,,,Львівська область,Яворівський район,Судововишнянська міська громада
337544695,UA63020030880073075,6321282509,Тупицівка,Тупицівка,village,13,,,,Харківська область,Богодухівський район,Валківська міська громада
337544700,UA32020150030066128,3224082102,Безпечна,Безпечна,village,386,,,,Київська область,Білоцерківський район,Сквирська міська громада
337544705,UA32020150220058865,3224084302,Миньківці,Миньківці,village,581,,,,Київська область,Білоцерківський район,Сквирська міська громада
337544708,UA18020130320057622,1825281602,Трубіївка,Трубіївка,village,251,,,,Житомирська область,Бердичівський район,Ружинська селищна громада
337544711,UA68040410150068988,6824288001,Сербинівка,Сербинівка,village,777,,,,Хмельницька область,Хмельницький район,Староостропільська сільська громада
337544715,UA68040390440017228,6824287705,Немирівка,Немирівка,village,187,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544719,UA53060330060065257,5325780501,Велика Бузова,Велика Бузова,village,508,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544721,UA53060330050094406,5325786002,Бухуни,Бухуни,village,313,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544724,UA53040110590027309,5324884201,Новоаврамівка,Новоаврамівка,village,1064,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544726,UA32020150050087331,3224080901,Великі Єрчики,Великі Єрчики,village,564,,,,Київська область,Білоцерківський район,Сквирська міська громада
337544734,UA71040030080018123,7121582003,Степове,Степове,village,33,,Петровського,Петровського,Черкаська область,Золотоніський район,Вознесенська сільська громада
337544737,UA46040070060067664,4621881501,Велика Вільшаниця,Велика Вільшаниця,village,873,,,,Львівська область,Золочівський район,Золочівська міська громада
337544740,UA46060090060018341,4623688203,Волиця,Волиця,village,257,,,,Львівська область,Львівський район,Давидівська сільська громада
337544743,UA63120010080091177,6325181503,Темнівка,Темнівка,village,410,,,,Харківська область,Харківський район,Безлюдівська селищна громада
337544747,UA53080410080040900,5325484007,Майорівка,Майорівка,village,109,,,,Полтавська область,Полтавський район,Скороходівська селищна громада
337544750,UA05120110060063434,521486406,Мала Клітинка,Мала Клітинка,village,115,,,,Вінницька область,Хмільницький район,Махнівська сільська громада
337544753,UA46040070280043651,4621887604,Козаки,Козаки,village,101,,,,Львівська область,Золочівський район,Золочівська міська громада
337544756,UA44100130220027450,4425488005,Коченове,Коченове,village,266,,,,Луганська область,Сватівський район,Троїцька селищна громада
337544760,UA53080050320097197,5321084905,Михайлівка,Михайлівка,village,429,,,,Полтавська область,Полтавський район,Диканська селищна громада
337544763,UA46040070380072449,4621885204,Новоселище,Новоселище,village,853,,,,Львівська область,Золочівський район,Золочівська міська громада
337544766,UA53040110860071102,5324883215,Хоменки,Хоменки,village,98,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544771,UA44140030120014506,4423382804,Світле,Світле,village,169,,,,Луганська область,Старобільський район,Білолуцька селищна громада
337544780,UA18020050030089934,1825284201,Крилівка,Крилівка,village,494,,,,Житомирська область,Бердичівський район,Вчорайшенська сільська громада
337544784,UA05120110150016023,521487501,Тернівка,Тернівка,village,434,,,,Вінницька область,Хмільницький район,Махнівська сільська громада
337544788,UA68040010330064480,6822782504,Юзіно,Юзіно,village,154,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544792,UA46060090220010167,4623688201,Чишки,Чишки,village,2426,,,,Львівська область,Львівський район,Давидівська сільська громада
337544794,UA63020030680051243,6321282507,Перепелицівка,Перепелицівка,village,50,,,,Харківська область,Богодухівський район,Валківська міська громада
337544796,UA71080070010022760,7122081101,Бобриця,Бобриця,village,1113,,,,Черкаська область,Черкаський район,Бобрицька сільська громада
337544798,UA05120010040052040,521480806,Велике,Велике,village,303,,,,Вінницька область,Хмільницький район,Глуховецька селищна громада
337544800,UA53040070090077940,5323681301,Заріг,Заріг,village,1498,,,,Полтавська область,Лубенський район,Оржицька селищна громада
337544801,UA18020090170077730,1825882804,Поштове,Поштове,village,29,,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337544803,UA68040450110044340,6824781301,Воронівці,Воронівці,village,570,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544805,UA53060030150061657,5320255107,Мала Решетилівка,Мала Решетилівка,village,94,,,,Полтавська область,Миргородський район,Великобагачанська селищна громада
337544808,UA18020090160093127,1825886002,Суслівка,Суслівка,village,225,,,,Житомирська область,Бердичівський район,Краснопільська сільська громада
337544810,UA18040290060068993,1823181501,Велика Волиця,Велика Волиця,village,919,,,,Житомирська область,Житомирський район,Любарська селищна громада
337544811,UA44140030110020681,4423388204,Пелагіївка,Пелагіївка,village,63,,,,Луганська область,Старобільський район,Білолуцька селищна громада
337544812,UA63080050500042426,6321886001,Токарівка,Токарівка,village,501,,,,Харківська область,Куп’янський район,Дворічанська селищна громада
337544816,UA63020030350071433,6321283001,Кобзарівка,Кобзарівка,village,271,,,,Харківська область,Богодухівський район,Валківська міська громада
337544817,UA53060330720093133,5325781605,Шафранівка,Шафранівка,village,253,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544821,UA53060330600088162,5325780507,Тищенки,Тищенки,village,470,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337544827,UA53040110460082661,5324887713,Лісянщина,Лісянщина,village,167,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544830,UA68040410080031482,6824288003,Левківка,Левківка,village,801,,,,Хмельницька область,Хмельницький район,Староостропільська сільська громада
337544834,UA68040390390071245,6824281302,Малий Чернятин,Малий Чернятин,village,690,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544838,UA61040150460077550,6122481802,Хоми,Хоми,village,246,,,,Тернопільська область,Тернопільський район,Збаразька міська громада
337544841,UA63140030080065945,6321781001,Борова,Борова,village,2419,,,,Харківська область,Чугуївський район,Зміївська міська громада
337544844,UA53040110700029728,5324885407,Пристань,Пристань,village,154,,,,Полтавська область,Лубенський район,Хорольська міська громада
337544848,UA46040070190084942,4621888503,Залісся,Залісся,village,293,,,,Львівська область,Золочівський район,Золочівська міська громада
337544850,UA68040450180033203,6824782501,Ільківці,Ільківці,village,296,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544857,UA61040170370085193,6122687801,Перепельники,Перепельники,village,546,,,,Тернопільська область,Тернопільський район,Зборівська міська громада
337544861,UA32120090140068149,3222983401,Коритище,Коритище,village,238,,,,Київська область,Обухівський район,Миронівська міська громада
337544863,UA68040010110073296,6822781204,Ключівка,Ключівка,village,383,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337544918,UA63080050270073486,6321886003,Мечнікове,Мечнікове,village,142,,,,Харківська область,Куп’янський район,Дворічанська селищна громада
337544920,UA71040030050099392,7121582002,Канівщина,Канівщина,village,218,,,,Черкаська область,Золотоніський район,Вознесенська сільська громада
337544923,UA46060050020059798,4621881601,Великий Полюхів,Великий Полюхів,village,301,,,,Львівська область,Львівський район,Глинянська міська громада
337544925,UA46140030120086248,4622481202,Завада,Завада,village,545,,,,Львівська область,Яворівський район,Мостиська міська громада
337544928,UA32120050200082158,3222285201,Ліщинка,Ліщинка,village,324,,,,Київська область,Обухівський район,Кагарлицька міська громада
337544930,UA05120150210078778,524885202,Подорожня,Подорожня,village,319,,,,Вінницька область,Хмільницький район,Уланівська сільська громада
337544937,UA68040390580063555,6824286901,Решнівка,Решнівка,village,571,,,,Хмельницька область,Хмельницький район,Старокостянтинівська міська громада
337544943,UA63080050220049198,6321883502,Лиман Перший,Лиман Перший,village,280,,,,Харківська область,Куп’янський район,Дворічанська селищна громада
337544949,UA63120170330057454,6324286001,Стара Водолага,Стара Водолага,village,515,,,,Харківська область,Харківський район,Нововодолазька селищна громада
337544955,UA63020030260074802,6321287503,Дорофіївка,Дорофіївка,village,52,,,,Харківська область,Богодухівський район,Валківська міська громада
337544959,UA63020070280079147,6323280601,Різуненкове,Різуненкове,village,764,,,,Харківська область,Богодухівський район,Коломацька селищна громада
337544962,UA71040110050064474,7121587401,Лукашівка,Лукашівка,village,398,,,,Черкаська область,Золотоніський район,Зорівська сільська громада
337544966,UA18020050060057090,1825284301,Малі Низгірці,Малі Низгірці,village,440,,,,Житомирська область,Бердичівський район,Вчорайшенська сільська громада
337544970,UA68040450220075017,6824785302,Колки,Колки,village,404,,,,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544977,UA63140150130049491,6325484503,Пушкарне,Пушкарне,village,63,,,,Харківська область,Чугуївський район,Чкаловська селищна громада
337544983,UA68040450430061168,6824781503,Підліски,Підліски,village,110,,Ленінське,Ленінське,Хмельницька область,Хмельницький район,Теофіпольська селищна громада
337544988,UA46140090270069020,4622487201,Тщенець,Тщенець,village,573,,,,Львівська область,Яворівський район,Шегинівська сільська громада
337544991,UA53080410060035386,5325455303,Коханівка,Коханівка,village,443,,,,Полтавська область,Полтавський район,Скороходівська селищна громада
337544994,UA61020090050092020,6123882001,Ванжулів,Ванжулів,village,467,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337545002,UA63140030130026656,6321781002,Водяне,Водяне,village,304,,,,Харківська область,Чугуївський район,Зміївська міська громада
337545005,UA53080050180047082,5321085802,Дячкове,Дячкове,village,216,,,,Полтавська область,Полтавський район,Диканська селищна громада
337545008,UA53040110040046583,5324882603,Барилове,Барилове,village,74,,,,Полтавська область,Лубенський район,Хорольська міська громада
337545016,UA46040070420024713,4621885205,Осовиця,Осовиця,village,112,,,,Львівська область,Золочівський район,Золочівська міська громада
337545019,UA63080070160084247,6323783004,Мала Шапківка,Мала Шапківка,village,77,,,,Харківська область,Куп’янський район,Кіндрашівська сільська громада
337545023,UA68040010120083537,6822784301,Корчівка,Корчівка,village,779,,,,Хмельницька область,Хмельницький район,Антонінська селищна громада
337545029,UA53040110410079304,5324881505,Кулиничі,Кулиничі,village,80,,,,Полтавська область,Лубенський район,Хорольська міська громада
337545034,UA46040070440011351,4621885001,Підгородне,Підгородне,village,1417,,,,Львівська область,Золочівський район,Золочівська міська громада
337545038,UA46140070130044026,4622482403,Княжий Міст,Княжий Міст,village,663,,,,Львівська область,Яворівський район,Судововишнянська міська громада
337545042,UA63020030970058682,6321282510,Щербинівка,Щербинівка,village,32,,,,Харківська область,Богодухівський район,Валківська міська громада
337545045,UA63020030990011169,6321287506,Ясеневе,Ясеневе,village,66,,,,Харківська область,Богодухівський район,Валківська міська громада
337545048,UA46060350100023094,4623687901,Чижиків,Чижиків,village,1127,,,,Львівська область,Львівський район,Підберізцівська сільська громада
337545051,UA63080150250049102,6325781005,Микільське,Микільське,village,30,,,,Харківська область,Куп’янський район,Шевченківська селищна громада
337545052,UA61020090100057525,6123882801,Влащинці,Влащинці,village,329,,,,Тернопільська область,Кременецький район,Лановецька міська громада
337545055,UA46060090020029276,4623688202,Бережани,Бережани,village,142,,,,Львівська область,Львівський район,Давидівська сільська громада
337545059,UA63080050120079698,6321886002,Добролюбівка,Добролюбівка,village,139,,,,Харківська область,Куп’янський район,Дворічанська селищна громада
337545061,UA53060330580092595,5325786005,Соснівка,Соснівка,village,231,,,,Полтавська область,Миргородський район,Шишацька селищна громада
337545064,UA71040050070014427,7121585601,Коврай Другий,Коврай Другий,village,489,,,,Черкаська область,Золотоніський район,Гельмязівська сільська громада
337545068,UA32120090150039576,3222983602,Кулешів,Кулешів,village,62,,,,Київська область,Обухівський район,Миронівська міська громада
337545072,UA05120010060072606,521480803,Вернигородок,Вернигородок,village,769,,,,Вінницька область,Хмільницький район,Глуховецька селищна громада
337545074,UA05120010090086645,521481803,Жежелів,Жежелів,village,1456,,,,Вінницька область,Хмільницький район,Глуховецька селищна громада
337545078,UA63140030370073868,6321781006,Красна Поляна,Красна Поляна,village,426,,,,Харківська область,Чугуївський район,Зміївська міська громада
